Season,Variable,Value
FALL,Salinity,34.4438453
FALL,Phosphate,0.09
FALL,Silicate,5.4
FALL,NN,0.23
FALL,pH,8.147
FALL,TA,2240.358874
FALL,percent_sgd,0.697674419
FALL,Temp_in,27.19561155
FALL,Salinity,34.41527838
FALL,Phosphate,0.1
FALL,Silicate,6.05
FALL,NN,0.3
FALL,pH,8.129
FALL,TA,2226.132597
FALL,percent_sgd,0.781653747
FALL,Temp_in,27.88902331
FALL,Salinity,34.43945039
FALL,Phosphate,0.08
FALL,Silicate,5.5
FALL,NN,0.25
FALL,pH,8.173
FALL,TA,2220.053441
FALL,percent_sgd,0.710594315
FALL,Temp_in,26.97355833
FALL,Salinity,34.5225142
FALL,Phosphate,0.08
FALL,Silicate,3.61
FALL,NN,0.24
FALL,pH,8.114
FALL,TA,2253.270607
FALL,percent_sgd,0.466408269
FALL,Temp_in,27.16259166
FALL,Salinity,34.50317659
FALL,Phosphate,0.11
FALL,Silicate,4.05
FALL,NN,0.35
FALL,pH,8.142
FALL,TA,2231.928785
FALL,percent_sgd,0.523255814
FALL,Temp_in,27.42211556
FALL,Salinity,34.51592183
FALL,Phosphate,0.13
FALL,Silicate,3.76
FALL,NN,0.12
FALL,pH,8.154
FALL,TA,2227.731898
FALL,percent_sgd,0.485788114
FALL,Temp_in,27.65231627
FALL,Salinity,34.53965435
FALL,Phosphate,0.12
FALL,Silicate,3.22
FALL,NN,0.04
FALL,pH,8.15
FALL,TA,2238.532837
FALL,percent_sgd,0.416020672
FALL,Temp_in,27.48360478
FALL,Salinity,34.54668621
FALL,Phosphate,0.09
FALL,Silicate,3.06
FALL,NN,0.2
FALL,pH,8.111
FALL,TA,2234.152534
FALL,percent_sgd,0.395348837
FALL,Temp_in,27.27202689
FALL,Salinity,34.53789639
FALL,Phosphate,0.07
FALL,Silicate,3.26
FALL,NN,0.22
FALL,pH,8.128
FALL,TA,2219.513637
FALL,percent_sgd,0.42118863
FALL,Temp_in,27.3170607
FALL,Salinity,34.52910657
FALL,Phosphate,0.09
FALL,Silicate,3.46
FALL,NN,0.68
FALL,pH,8.135
FALL,TA,2206.974224
FALL,percent_sgd,0.447028424
FALL,Temp_in,27.48468849
FALL,Salinity,34.54317028
FALL,Phosphate,0.09
FALL,Silicate,3.14
FALL,NN,0.21
FALL,pH,8.194
FALL,TA,2231.540629
FALL,percent_sgd,0.405684755
FALL,Temp_in,27.68477446
FALL,Salinity,34.57613211
FALL,Phosphate,0.08
FALL,Silicate,2.39
FALL,NN,0.14
FALL,pH,8.199
FALL,TA,2235.314033
FALL,percent_sgd,0.30878553
FALL,Temp_in,27.50769411
FALL,Salinity,34.58448244
FALL,Phosphate,0.08
FALL,Silicate,2.2
FALL,NN,0.17
FALL,pH,8.171
FALL,TA,2231.773561
FALL,percent_sgd,0.284237726
FALL,Temp_in,27.34219822
FALL,Salinity,34.5765716
FALL,Phosphate,0.08
FALL,Silicate,2.38
FALL,NN,0.11
FALL,pH,8.152
FALL,TA,2244.596967
FALL,percent_sgd,0.30749354
FALL,Temp_in,27.43287305
FALL,Salinity,34.55635501
FALL,Phosphate,0.1
FALL,Silicate,2.84
FALL,NN,0.12
FALL,pH,8.141
FALL,TA,2225.157422
FALL,percent_sgd,0.366925065
FALL,Temp_in,27.22096664
FALL,Salinity,34.60689649
FALL,Phosphate,0.12
FALL,Silicate,1.69
FALL,NN,0.15
FALL,pH,8.17
FALL,TA,2242.445381
FALL,percent_sgd,0.218346253
FALL,Temp_in,27.39999941
FALL,Salinity,34.60294107
FALL,Phosphate,0.11
FALL,Silicate,1.78
FALL,NN,0.2
FALL,pH,8.165
FALL,TA,2244.10175
FALL,percent_sgd,0.22997416
FALL,Temp_in,27.94864676
FALL,Salinity,34.61304936
FALL,Phosphate,0.15
FALL,Silicate,1.55
FALL,NN,0.14
FALL,pH,8.112
FALL,TA,2260.206592
FALL,percent_sgd,0.200258398
FALL,Temp_in,28.49729411
FALL,Salinity,34.59678819
FALL,Phosphate,0.12
FALL,Silicate,1.92
FALL,NN,0.27
FALL,pH,8.139
FALL,TA,2254.998379
FALL,percent_sgd,0.248062016
FALL,Salinity,30.70289725
FALL,Phosphate,0.46
FALL,Silicate,90.52
FALL,NN,8.44
FALL,pH,8.564
FALL,TA,2222.257128
FALL,percent_sgd,11.69509044
FALL,pH,8.599
FALL,TA,2243.629736
FALL,Temp_in,24.4424524
FALL,Salinity,28.02024372
FALL,Phosphate,0.49
FALL,Silicate,151.56
FALL,NN,6.98
FALL,pH,7.964
FALL,TA,2155.302454
FALL,percent_sgd,19.58139535
FALL,Temp_in,24.17257622
FALL,Salinity,25.96034904
FALL,Phosphate,0.62
FALL,Silicate,198.43
FALL,NN,11.69
FALL,pH,8.006
FALL,TA,2133.421493
FALL,percent_sgd,25.6369509
FALL,Temp_in,24.81139318
FALL,Salinity,30.53896708
FALL,Phosphate,0.36
FALL,Silicate,94.25
FALL,NN,4.08
FALL,pH,8.008
FALL,TA,2205.1881
FALL,percent_sgd,12.17700258
FALL,Temp_in,25.62518103
FALL,Salinity,33.16097084
FALL,Phosphate,0.18
FALL,Silicate,34.59
FALL,NN,0.76
FALL,pH,7.97
FALL,TA,2249.618001
FALL,percent_sgd,4.468992248
FALL,Temp_in,24.45273464
FALL,Salinity,28.02859405
FALL,Phosphate,0.49
FALL,Silicate,151.37
FALL,NN,7.39
FALL,pH,7.999
FALL,TA,2129.366609
FALL,percent_sgd,19.55684755
FALL,Temp_in,25.04213669
FALL,Salinity,32.3602181
FALL,Phosphate,0.22
FALL,Silicate,52.81
FALL,NN,2.14
FALL,pH,7.963
FALL,TA,2207.789729
FALL,percent_sgd,6.822997416
FALL,Temp_in,25.28877011
FALL,Salinity,33.64045561
FALL,Phosphate,0.15
FALL,Silicate,23.68
FALL,NN,0.82
FALL,pH,7.995
FALL,TA,2237.131953
FALL,percent_sgd,3.059431525
FALL,Temp_in,25.46793771
FALL,Salinity,33.91074262
FALL,Phosphate,0.13
FALL,Silicate,17.53
FALL,NN,0.42
FALL,pH,7.954
FALL,TA,2252.364904
FALL,percent_sgd,2.264857881
FALL,Temp_in,26.60597928
FALL,Salinity,32.41032009
FALL,Phosphate,0.16
FALL,Silicate,51.67
FALL,NN,1.01
FALL,pH,7.956
FALL,TA,2213.643995
FALL,percent_sgd,6.675710594
FALL,Temp_in,25.4691375
FALL,Salinity,34.45219563
FALL,Phosphate,0.09
FALL,Silicate,5.21
FALL,NN,0.45
FALL,pH,8.012
FALL,TA,2234.700866
FALL,percent_sgd,0.673126615
FALL,Temp_in,25.48436687
FALL,Salinity,34.47592815
FALL,Phosphate,0.08
FALL,Silicate,4.67
FALL,NN,0.3
FALL,pH,8.008
FALL,TA,2245.851148
FALL,percent_sgd,0.603359173
FALL,Temp_in,25.47615229
FALL,Salinity,34.39198535
FALL,Phosphate,0.09
FALL,Silicate,6.58
FALL,NN,0.25
FALL,pH,8.002
FALL,TA,2237.72937
FALL,percent_sgd,0.850129199
FALL,Temp_in,25.8971684
FALL,Salinity,34.557234
FALL,Phosphate,0.08
FALL,Silicate,2.82
FALL,NN,0.15
FALL,pH,8.052
FALL,TA,2220.377584
FALL,percent_sgd,0.364341085
FALL,Temp_in,25.63735834
FALL,Salinity,34.59107481
FALL,Phosphate,0.07
FALL,Silicate,2.05
FALL,NN,0.09
FALL,pH,7.987
FALL,TA,2244.502057
FALL,percent_sgd,0.264857881
FALL,Temp_in,25.65576359
FALL,Salinity,34.56558433
FALL,Phosphate,0.06
FALL,Silicate,2.63
FALL,NN,0.12
FALL,pH,8.039
FALL,TA,2216.418806
FALL,percent_sgd,0.339793282
FALL,Temp_in,25.64365472
FALL,Salinity,34.56074992
FALL,Phosphate,0.09
FALL,Silicate,2.74
FALL,NN,0.16
FALL,pH,8.04
FALL,TA,2248.676797
FALL,percent_sgd,0.354005168
FALL,Temp_in,26.45559787
FALL,Salinity,34.63018951
FALL,Phosphate,0.1
FALL,Silicate,1.16
FALL,NN,0.18
FALL,pH,8.005
FALL,TA,2263.444971
FALL,percent_sgd,0.149870801
FALL,Temp_in,26.73234029
FALL,Salinity,34.6359029
FALL,Phosphate,0.1
FALL,Silicate,1.03
FALL,NN,0.17
FALL,pH,8.001
FALL,TA,2248.438919
FALL,percent_sgd,0.133074935
FALL,Temp_in,26.78095108
FALL,Salinity,34.6359029
FALL,Phosphate,0.09
FALL,Silicate,1.03
FALL,NN,0.08
FALL,pH,8.003
FALL,TA,2265.104985
FALL,percent_sgd,0.133074935
FALL,Temp_in,26.82956186
FALL,Salinity,34.59019583
FALL,Phosphate,0.07
FALL,Silicate,2.07
FALL,NN,0.08
FALL,pH,8.022
FALL,TA,2247.691473
FALL,percent_sgd,0.26744186
FALL,Salinity,15.18930174
FALL,Phosphate,1.36
FALL,Silicate,443.51
FALL,NN,33.55
FALL,pH,8.046
FALL,TA,1982.831316
FALL,percent_sgd,57.30103359
FALL,pH,8.469
FALL,TA,2228.076231
FALL,Temp_in,25.68967338
FALL,Salinity,34.39330382
FALL,Phosphate,0.09
FALL,Silicate,6.55
FALL,NN,0.35
FALL,pH,7.963
FALL,TA,2239.324994
FALL,percent_sgd,0.84625323
FALL,Temp_in,25.09458918
FALL,Salinity,33.76834751
FALL,Phosphate,0.15
FALL,Silicate,20.77
FALL,NN,1.4
FALL,pH,7.948
FALL,TA,2262.677419
FALL,percent_sgd,2.683462532
FALL,Temp_in,24.9418639
FALL,Salinity,33.73670416
FALL,Phosphate,0.12
FALL,Silicate,21.49
FALL,NN,1.2
FALL,pH,7.861
FALL,TA,2255.300778
FALL,percent_sgd,2.776485788
FALL,Temp_in,25.321412810000002
FALL,Salinity,34.06104857
FALL,Phosphate,0.07
FALL,Silicate,14.11
FALL,NN,0.42
FALL,pH,7.928
FALL,TA,2266.715279
FALL,percent_sgd,1.822997416
FALL,Temp_in,25.65252817
FALL,Salinity,34.48515746
FALL,Phosphate,0.11
FALL,Silicate,4.46
FALL,NN,0.29
FALL,pH,7.964
FALL,TA,2251.264292
FALL,percent_sgd,0.57622739
FALL,Temp_in,25.5747585
FALL,Salinity,34.34364133
FALL,Phosphate,0.21
FALL,Silicate,7.68
FALL,NN,0.57
FALL,pH,7.947
FALL,TA,2258.76146
FALL,percent_sgd,0.992248062
FALL,Temp_in,25.35710456
FALL,Salinity,34.42714464
FALL,Phosphate,0.1
FALL,Silicate,5.78
FALL,NN,0.24
FALL,pH,7.943
FALL,TA,2266.833129
FALL,percent_sgd,0.746770026
FALL,Temp_in,25.30856245
FALL,Salinity,34.38011909
FALL,Phosphate,0.1
FALL,Silicate,6.85
FALL,NN,0.33
FALL,pH,7.929
FALL,TA,2249.646663
FALL,percent_sgd,0.88501292
FALL,Temp_in,26.42200645
FALL,Salinity,34.54185181
FALL,Phosphate,0.09
FALL,Silicate,3.17
FALL,NN,0.24
FALL,pH,7.948
FALL,TA,2259.562288
FALL,percent_sgd,0.409560724
FALL,Temp_in,25.65082403
FALL,Salinity,34.5075715
FALL,Phosphate,0.09
FALL,Silicate,3.95
FALL,NN,0.25
FALL,pH,7.94
FALL,TA,2263.486124
FALL,percent_sgd,0.510335917
FALL,Temp_in,25.41696805
FALL,Salinity,34.50581354
FALL,Phosphate,0.08
FALL,Silicate,3.99
FALL,NN,0.18
FALL,pH,7.916
FALL,TA,2257.603516
FALL,percent_sgd,0.515503876
FALL,Temp_in,25.36276525
FALL,Salinity,34.54888366
FALL,Phosphate,0.11
FALL,Silicate,3.01
FALL,NN,0.13
FALL,pH,7.901
FALL,TA,2266.414651
FALL,percent_sgd,0.388888889
FALL,Temp_in,26.48281306
FALL,Salinity,34.59898565
FALL,Phosphate,0.12
FALL,Silicate,1.87
FALL,NN,0.15
FALL,pH,7.977
FALL,TA,2281.690363
FALL,percent_sgd,0.241602067
FALL,Temp_in,26.37324359
FALL,Salinity,34.59722768
FALL,Phosphate,0.09
FALL,Silicate,1.91
FALL,NN,0.14
FALL,pH,7.974
FALL,TA,2260.598828
FALL,percent_sgd,0.246770026
FALL,Temp_in,25.90139646
FALL,Salinity,34.60425954
FALL,Phosphate,0.09
FALL,Silicate,1.75
FALL,NN,0.13
FALL,pH,7.945
FALL,TA,2268.553037
FALL,percent_sgd,0.226098191
FALL,Temp_in,25.82313164
FALL,Salinity,34.59019583
FALL,Phosphate,0.1
FALL,Silicate,2.07
FALL,NN,0.14
FALL,pH,7.926
FALL,TA,2261.428824
FALL,percent_sgd,0.26744186
FALL,Temp_in,26.38784991
FALL,Salinity,34.61348885
FALL,Phosphate,0.13
FALL,Silicate,1.54
FALL,NN,0.15
FALL,pH,8.01
FALL,TA,2253.449673
FALL,percent_sgd,0.198966408
FALL,Temp_in,26.52661899
FALL,Salinity,34.61700478
FALL,Phosphate,0.11
FALL,Silicate,1.46
FALL,NN,0.14
FALL,pH,8.001
FALL,TA,2266.47176
FALL,percent_sgd,0.188630491
FALL,Temp_in,26.76743323
FALL,Salinity,34.61964173
FALL,Phosphate,0.08
FALL,Silicate,1.4
FALL,NN,0.09
FALL,pH,7.936
FALL,TA,2255.282957
FALL,percent_sgd,0.180878553
FALL,Temp_in,27.00824746
FALL,Salinity,34.5717372
FALL,Phosphate,0.11
FALL,Silicate,2.49
FALL,NN,0.76
FALL,pH,7.938
FALL,TA,2264.389536
FALL,percent_sgd,0.321705426
FALL,Salinity,33.0695567
FALL,Phosphate,0.23
FALL,Silicate,36.67
FALL,NN,2.31
FALL,pH,8.317
FALL,TA,2260.693464
FALL,percent_sgd,4.737726098
FALL,pH,8.373
FALL,TA,2257.19649
SPRING,Temp_in,24.36430308
SPRING,Salinity,29.98459089
SPRING,Phosphate,0.77
SPRING,Silicate,113.44
SPRING,NN,25.67
SPRING,pH,8.044
SPRING,TA,2413.55454
SPRING,percent_sgd,14.28715365
SPRING,Temp_in,24.26588674
SPRING,Salinity,29.3304682
SPRING,Phosphate,0.82
SPRING,Silicate,129.12
SPRING,NN,30.38
SPRING,pH,8.099
SPRING,TA,2267.730322
SPRING,percent_sgd,16.26196474
SPRING,Temp_in,24.35549788
SPRING,Salinity,29.00382403
SPRING,Phosphate,0.89
SPRING,Silicate,136.95
SPRING,NN,32.39
SPRING,pH,8.064
SPRING,TA,2318.107265
SPRING,percent_sgd,17.24811083
SPRING,Temp_in,24.62121492
SPRING,Salinity,34.39533014
SPRING,Phosphate,0.12
SPRING,Silicate,7.71
SPRING,NN,0.39
SPRING,pH,8.116
SPRING,TA,2236.163316
SPRING,percent_sgd,0.971032746
SPRING,Temp_in,24.46648584
SPRING,Salinity,34.42786941
SPRING,Phosphate,0.11
SPRING,Silicate,6.93
SPRING,NN,0.31
SPRING,percent_sgd,0.87279597
SPRING,Temp_in,23.99281824
SPRING,Salinity,31.16685089
SPRING,Phosphate,0.41
SPRING,Silicate,85.1
SPRING,NN,11.56
SPRING,pH,8.047
SPRING,TA,2397.096741
SPRING,percent_sgd,10.71788413
SPRING,Temp_in,24.13040372
SPRING,Salinity,31.87562286
SPRING,Phosphate,0.36
SPRING,Silicate,68.11
SPRING,NN,10.16
SPRING,pH,8.027
SPRING,TA,2397.404824
SPRING,percent_sgd,8.578085642
SPRING,Temp_in,24.38001239
SPRING,Salinity,33.57725962
SPRING,Phosphate,0.22
SPRING,Silicate,27.32
SPRING,NN,5.04
SPRING,percent_sgd,3.440806045
SPRING,Temp_in,24.71548058
SPRING,Salinity,33.68196931
SPRING,Phosphate,0.18
SPRING,Silicate,24.81
SPRING,NN,3.9
SPRING,pH,8.123
SPRING,TA,2326.434209
SPRING,percent_sgd,3.124685139
SPRING,Temp_in,24.40795864
SPRING,Salinity,34.27685384
SPRING,Phosphate,0.13
SPRING,Silicate,10.55
SPRING,NN,0.64
SPRING,pH,8.147
SPRING,TA,2236.573255
SPRING,percent_sgd,1.328715365
SPRING,Temp_in,23.6051587
SPRING,Salinity,33.80420014
SPRING,Phosphate,0.15
SPRING,Silicate,21.88
SPRING,NN,0.65
SPRING,pH,8.026
SPRING,TA,2355.743146
SPRING,percent_sgd,2.755667506
SPRING,Temp_in,24.16636374
SPRING,Salinity,32.83219385
SPRING,Phosphate,0.26
SPRING,Silicate,45.18
SPRING,NN,6.18
SPRING,percent_sgd,5.690176322
SPRING,Temp_in,23.62890041
SPRING,Salinity,33.27063961
SPRING,Phosphate,0.25
SPRING,Silicate,34.67
SPRING,NN,2.9
SPRING,percent_sgd,4.366498741
SPRING,Temp_in,24.54774649
SPRING,Salinity,32.88767747
SPRING,Phosphate,0.34
SPRING,Silicate,43.85
SPRING,NN,9.01
SPRING,pH,8.081
SPRING,TA,2316.328969
SPRING,percent_sgd,5.522670025
SPRING,Temp_in,24.47785256
SPRING,Salinity,33.83215054
SPRING,Phosphate,0.19
SPRING,Silicate,21.21
SPRING,NN,2.99
SPRING,percent_sgd,2.671284635
SPRING,Temp_in,24.82692601
SPRING,Salinity,34.65397559
SPRING,Phosphate,0.13
SPRING,Silicate,1.51
SPRING,NN,0.19
SPRING,pH,8.111
SPRING,TA,2292.858131
SPRING,percent_sgd,0.190176322
SPRING,Temp_in,24.78615874
SPRING,Salinity,34.65397559
SPRING,Phosphate,0.1
SPRING,Silicate,1.51
SPRING,NN,0.12
SPRING,pH,8.128
SPRING,TA,2238.277969
SPRING,percent_sgd,0.190176322
SPRING,Temp_in,24.86769328
SPRING,Salinity,34.66148466
SPRING,Phosphate,0.14
SPRING,Silicate,1.33
SPRING,NN,0.14
SPRING,pH,8.142
SPRING,TA,2226.03246
SPRING,percent_sgd,0.167506297
SPRING,Temp_in,24.81012382
SPRING,Salinity,34.66190183
SPRING,Phosphate,0.14
SPRING,Silicate,1.32
SPRING,NN,0.12
SPRING,pH,8.144
SPRING,TA,2215.231211
SPRING,percent_sgd,0.166246851
SPRING,Temp_in,24.64398819
SPRING,Salinity,34.66273617
SPRING,Phosphate,0.1
SPRING,Silicate,1.3
SPRING,NN,0.06
SPRING,pH,8.2
SPRING,TA,2249.687868
SPRING,percent_sgd,0.16372796
SPRING,Salinity,2.360422521
SPRING,Phosphate,3.66
SPRING,Silicate,775.62
SPRING,NN,172.23
SPRING,pH,7.766
SPRING,TA,2960.139588
SPRING,percent_sgd,97.68513854
SPRING,Temp_in,24.50557859
SPRING,Salinity,34.65480993
SPRING,Phosphate,0.39
SPRING,Silicate,1.49
SPRING,NN,0.25
SPRING,pH,8.099
SPRING,TA,2243.475823
SPRING,percent_sgd,0.187657431
SPRING,Temp_in,24.50557859
SPRING,Salinity,34.64813521
SPRING,Phosphate,0.31
SPRING,Silicate,1.65
SPRING,NN,0.4
SPRING,pH,8.105
SPRING,TA,2236.587109
SPRING,percent_sgd,0.207808564
SPRING,Temp_in,26.43988305
SPRING,Salinity,34.11499185
SPRING,Phosphate,0.19
SPRING,Silicate,14.43
SPRING,NN,1.29
SPRING,pH,8.325
SPRING,TA,2243.563576
SPRING,percent_sgd,1.817380353
SPRING,Temp_in,25.95308568
SPRING,Salinity,34.02905481
SPRING,Phosphate,0.19
SPRING,Silicate,16.49
SPRING,NN,1.17
SPRING,pH,8.306
SPRING,TA,2186.695385
SPRING,percent_sgd,2.076826196
SPRING,Temp_in,26.09657093
SPRING,Salinity,34.02488311
SPRING,Phosphate,0.16
SPRING,Silicate,16.59
SPRING,NN,1.08
SPRING,pH,8.307
SPRING,TA,2221.347741
SPRING,percent_sgd,2.089420655
SPRING,Temp_in,26.3741154
SPRING,Salinity,34.10080807
SPRING,Phosphate,0.15
SPRING,Silicate,14.77
SPRING,NN,0.69
SPRING,pH,8.309
SPRING,TA,2158.086772
SPRING,percent_sgd,1.860201511
SPRING,Temp_in,26.22549947
SPRING,Salinity,34.08578994
SPRING,Phosphate,0.15
SPRING,Silicate,15.13
SPRING,NN,0.52
SPRING,pH,8.322
SPRING,TA,2194.570047
SPRING,percent_sgd,1.905541562
SPRING,Temp_in,26.93809503
SPRING,Salinity,34.44831074
SPRING,Phosphate,0.15
SPRING,Silicate,6.44
SPRING,NN,0.49
SPRING,pH,8.241
SPRING,TA,2257.948452
SPRING,percent_sgd,0.811083123
SPRING,Temp_in,26.59350312
SPRING,Salinity,34.2593327
SPRING,Phosphate,0.16
SPRING,Silicate,10.97
SPRING,NN,0.9
SPRING,pH,8.288
SPRING,TA,2219.660067
SPRING,percent_sgd,1.381612091
SPRING,Temp_in,25.99096602
SPRING,Salinity,34.08620711
SPRING,Phosphate,0.18
SPRING,Silicate,15.12
SPRING,NN,1.14
SPRING,pH,8.292
SPRING,TA,2221.334924
SPRING,percent_sgd,1.904282116
SPRING,Temp_in,26.32904648
SPRING,Salinity,34.21302682
SPRING,Phosphate,0.16
SPRING,Silicate,12.08
SPRING,NN,1.43
SPRING,pH,8.272
SPRING,TA,2268.926038
SPRING,percent_sgd,1.521410579
SPRING,Temp_in,25.73860766
SPRING,Salinity,34.4474764
SPRING,Phosphate,0.14
SPRING,Silicate,6.46
SPRING,NN,0.51
SPRING,pH,8.242
SPRING,TA,2192.279963
SPRING,percent_sgd,0.813602015
SPRING,Temp_in,26.25084177
SPRING,Salinity,34.62435652
SPRING,Phosphate,0.18
SPRING,Silicate,2.22
SPRING,NN,0.28
SPRING,pH,8.228
SPRING,TA,2280.421802
SPRING,percent_sgd,0.279596977
SPRING,Temp_in,26.0501276
SPRING,Salinity,34.58013649
SPRING,Phosphate,0.16
SPRING,Silicate,3.28
SPRING,NN,0.39
SPRING,pH,8.264
SPRING,TA,2237.264392
SPRING,percent_sgd,0.413098237
SPRING,Temp_in,25.93392292
SPRING,Salinity,34.60308084
SPRING,Phosphate,0.15
SPRING,Silicate,2.73
SPRING,NN,0.44
SPRING,pH,8.225
SPRING,TA,2233.180943
SPRING,percent_sgd,0.343828715
SPRING,Temp_in,26.03382707
SPRING,Salinity,34.23763985
SPRING,Phosphate,0.17
SPRING,Silicate,11.49
SPRING,NN,0.81
SPRING,pH,8.288
SPRING,TA,2234.133732
SPRING,percent_sgd,1.447103275
SPRING,Temp_in,25.88621737
SPRING,Salinity,34.25849836
SPRING,Phosphate,0.17
SPRING,Silicate,10.99
SPRING,NN,0.87
SPRING,pH,8.279
SPRING,TA,2248.933606
SPRING,percent_sgd,1.384130982
SPRING,Temp_in,25.66787286
SPRING,Salinity,34.63144841
SPRING,Phosphate,0.14
SPRING,Silicate,2.05
SPRING,NN,0.16
SPRING,pH,8.182
SPRING,TA,2277.477824
SPRING,percent_sgd,0.258186398
SPRING,Temp_in,25.8020621
SPRING,Salinity,34.64396351
SPRING,Phosphate,0.23
SPRING,Silicate,1.75
SPRING,NN,0.16
SPRING,pH,8.18
SPRING,TA,2220.585898
SPRING,percent_sgd,0.220403023
SPRING,Temp_in,25.53368361
SPRING,Salinity,34.64771804
SPRING,Phosphate,0.18
SPRING,Silicate,1.66
SPRING,NN,0.18
SPRING,pH,8.18
SPRING,TA,2241.388236
SPRING,percent_sgd,0.20906801
SPRING,Temp_in,25.34936877
SPRING,Salinity,34.6510554
SPRING,Phosphate,0.17
SPRING,Silicate,1.58
SPRING,NN,0.18
SPRING,pH,8.125
SPRING,TA,2251.166265
SPRING,percent_sgd,0.198992443
SPRING,Temp_in,25.61779307
SPRING,Salinity,34.65647861
SPRING,Phosphate,0.18
SPRING,Silicate,1.45
SPRING,NN,0.15
SPRING,percent_sgd,0.182619647
SPRING,Salinity,33.76456898
SPRING,Phosphate,0.43
SPRING,Silicate,22.83
SPRING,NN,1.79
SPRING,pH,8.8
SPRING,TA,2196.21183
SPRING,percent_sgd,2.875314861
SPRING,Temp_in,24.61367267
SPRING,Salinity,32.68159545
SPRING,Phosphate,0.41
SPRING,Silicate,48.79
SPRING,NN,11.03
SPRING,pH,8.025
SPRING,TA,2314.542987
SPRING,percent_sgd,6.144836272
SPRING,Temp_in,24.1146881
SPRING,Salinity,33.41039158
SPRING,Phosphate,0.26
SPRING,Silicate,31.32
SPRING,NN,6.75
SPRING,pH,8.028
SPRING,TA,2290.902568
SPRING,percent_sgd,3.944584383
SPRING,Temp_in,24.02649761
SPRING,Salinity,33.23851751
SPRING,Phosphate,0.3
SPRING,Silicate,35.44
SPRING,NN,7.68
SPRING,pH,8.013
SPRING,TA,2304.139072
SPRING,percent_sgd,4.463476071
SPRING,Temp_in,24.23656885
SPRING,Salinity,34.54175684
SPRING,Phosphate,0.1
SPRING,Silicate,4.2
SPRING,NN,0.42
SPRING,pH,8.003
SPRING,TA,2228.052265
SPRING,percent_sgd,0.528967254
SPRING,Temp_in,24.20107795
SPRING,Salinity,34.53466495
SPRING,Phosphate,0.14
SPRING,Silicate,4.37
SPRING,NN,0.51
SPRING,pH,8.012
SPRING,TA,2266.224599
SPRING,percent_sgd,0.550377834
SPRING,Temp_in,24.84828896
SPRING,Salinity,32.37497545
SPRING,Phosphate,0.37
SPRING,Silicate,56.14
SPRING,NN,9.52
SPRING,pH,8.106
SPRING,TA,2220.656631
SPRING,percent_sgd,7.0705289670000004
SPRING,Temp_in,24.61572552
SPRING,Salinity,32.73165586
SPRING,Phosphate,0.34
SPRING,Silicate,47.59
SPRING,NN,8.48
SPRING,pH,8.021
SPRING,TA,2269.052036
SPRING,percent_sgd,5.993702771
SPRING,Temp_in,24.2475804
SPRING,Salinity,33.05371117
SPRING,Phosphate,0.46
SPRING,Silicate,39.87
SPRING,NN,8.21
SPRING,pH,7.993
SPRING,TA,2287.455925
SPRING,percent_sgd,5.021410579
SPRING,Temp_in,24.43239884
SPRING,Salinity,33.37576647
SPRING,Phosphate,0.27
SPRING,Silicate,32.15
SPRING,NN,6.17
SPRING,pH,8.003510029
SPRING,TA,2249.046991
SPRING,percent_sgd,4.049118388
SPRING,Temp_in,24.2099128
SPRING,Salinity,34.51005192
SPRING,Phosphate,0.23
SPRING,Silicate,4.96
SPRING,NN,0.5
SPRING,pH,8.02651807
SPRING,TA,2280.531534
SPRING,percent_sgd,0.624685139
SPRING,Temp_in,24.14020952
SPRING,Salinity,34.57888498
SPRING,Phosphate,0.1
SPRING,Silicate,3.31
SPRING,NN,0.29
