Season,Variable,Value
SPRING,pH,8.081866954
SPRING,TA,2240.128003
SPRING,percent_sgd,0.416876574
SPRING,Temp_in,24.77716809
SPRING,Salinity,34.40534223
SPRING,Phosphate,0.15
SPRING,Silicate,7.47
SPRING,NN,0.73
SPRING,pH,8.114779892
SPRING,TA,2189.086709
SPRING,percent_sgd,0.940806045
SPRING,Temp_in,23.80186672
SPRING,Salinity,34.60725254
SPRING,Phosphate,0.11
SPRING,Silicate,2.63
SPRING,NN,0.36
SPRING,pH,8.053573573
SPRING,TA,2280.216101
SPRING,percent_sgd,0.331234257
SPRING,Temp_in,24.33998962
SPRING,Salinity,32.75877192
SPRING,Phosphate,0.38
SPRING,Silicate,46.94
SPRING,NN,10.25
SPRING,pH,8.01779811
SPRING,TA,2297.281158
SPRING,percent_sgd,5.911838791
SPRING,Temp_in,24.27495121
SPRING,Salinity,33.38995025
SPRING,Phosphate,0.28
SPRING,Silicate,31.81
SPRING,NN,6.22
SPRING,pH,8.025869493
SPRING,TA,2267.194268
SPRING,percent_sgd,4.006297229
SPRING,Temp_in,24.39985111
SPRING,Salinity,34.65898163
SPRING,Phosphate,0.13
SPRING,Silicate,1.39
SPRING,NN,0.13
SPRING,pH,8.037282948
SPRING,TA,2237.61632
SPRING,percent_sgd,0.175062972
SPRING,Temp_in,24.44086574
SPRING,Salinity,34.66607353
SPRING,Phosphate,0.13
SPRING,Silicate,1.22
SPRING,NN,0.11
SPRING,pH,8.05934225
SPRING,TA,2282.497485
SPRING,percent_sgd,0.153652393
SPRING,Temp_in,24.35883647
SPRING,Salinity,34.65898163
SPRING,Phosphate,0.14
SPRING,Silicate,1.39
SPRING,NN,0.11
SPRING,pH,8.060873516
SPRING,TA,2265.18179
SPRING,percent_sgd,0.175062972
SPRING,Temp_in,24.33583742
SPRING,Salinity,34.66607353
SPRING,Phosphate,0.13
SPRING,Silicate,1.22
SPRING,NN,0.1
SPRING,pH,8.062598919
SPRING,TA,2289.920174
SPRING,percent_sgd,0.153652393
SPRING,Temp_in,24.30539432
SPRING,Salinity,34.67149674
SPRING,Phosphate,0.1
SPRING,Silicate,1.09
SPRING,NN,0.07
SPRING,pH,8.054570687
SPRING,TA,2290.440985
SPRING,percent_sgd,0.137279597
SPRING,Salinity,2.72419483
SPRING,Phosphate,3.79
SPRING,Silicate,766.9
SPRING,NN,167.35
SPRING,pH,7.781500484
SPRING,TA,2946.399678
SPRING,percent_sgd,96.58690176
SPRING,Temp_in,23.82150235
SPRING,Salinity,33.88137661
SPRING,Phosphate,0.22
SPRING,Silicate,20.03
SPRING,NN,3.37
SPRING,pH,7.919579465
SPRING,TA,2295.739761
SPRING,percent_sgd,2.522670025
SPRING,Temp_in,23.57837763
SPRING,Salinity,33.64150381
SPRING,Phosphate,0.28
SPRING,Silicate,25.78
SPRING,NN,4.69
SPRING,pH,7.91157251
SPRING,TA,2257.163597
SPRING,percent_sgd,3.246851385
SPRING,Temp_in,23.56789117
SPRING,Salinity,33.76206596
SPRING,Phosphate,0.29
SPRING,Silicate,22.89
SPRING,NN,5.07
SPRING,pH,7.862096882
SPRING,TA,2303.544531
SPRING,percent_sgd,2.882871537
SPRING,Temp_in,23.6722341
SPRING,Salinity,33.23476298
SPRING,Phosphate,0.3
SPRING,Silicate,35.53
SPRING,NN,6.44
SPRING,pH,7.907820142
SPRING,TA,2376.22279
SPRING,percent_sgd,4.474811083
SPRING,Temp_in,23.69314217
SPRING,Salinity,34.2718478
SPRING,Phosphate,0.17
SPRING,Silicate,10.67
SPRING,NN,0.88
SPRING,pH,7.939820939
SPRING,TA,2272.001539
SPRING,percent_sgd,1.343828715
SPRING,Temp_in,23.88018281
SPRING,Salinity,33.89514322
SPRING,Phosphate,0.26
SPRING,Silicate,19.7
SPRING,NN,2.58
SPRING,pH,7.906492505
SPRING,TA,2325.43206
SPRING,percent_sgd,2.481108312
SPRING,Temp_in,23.80016594
SPRING,Salinity,34.11123732
SPRING,Phosphate,0.13
SPRING,Silicate,14.52
SPRING,NN,1.95
SPRING,pH,7.938589892
SPRING,TA,2235.382367
SPRING,percent_sgd,1.828715365
SPRING,Temp_in,23.67884846
SPRING,Salinity,34.3456869
SPRING,Phosphate,0.16
SPRING,Silicate,8.9
SPRING,NN,0.96
SPRING,pH,7.975074982
SPRING,TA,2283.34633
SPRING,percent_sgd,1.120906801
SPRING,Temp_in,23.98434878
SPRING,Salinity,34.25808119
SPRING,Phosphate,0.17
SPRING,Silicate,11
SPRING,NN,1.35
SPRING,pH,8.028369918
SPRING,TA,2306.152035
SPRING,percent_sgd,1.385390428
SPRING,Temp_in,23.879532180000002
SPRING,Salinity,34.16088056
SPRING,Phosphate,0.18
SPRING,Silicate,13.33
SPRING,NN,1.77
SPRING,pH,7.972769704
SPRING,TA,2313.877747
SPRING,percent_sgd,1.67884131
SPRING,Temp_in,23.44991079
SPRING,Salinity,34.39366146
SPRING,Phosphate,0.16
SPRING,Silicate,7.75
SPRING,NN,0.62
SPRING,pH,7.950516333
SPRING,TA,2332.963663
SPRING,percent_sgd,0.976070529
SPRING,Temp_in,23.55826206
SPRING,Salinity,34.2885346
SPRING,Phosphate,0.17
SPRING,Silicate,10.27
SPRING,NN,0.94
SPRING,pH,7.931926949
SPRING,TA,2296.169136
SPRING,percent_sgd,1.293450882
SPRING,Temp_in,23.56437412
SPRING,Salinity,34.30063254
SPRING,Phosphate,0.2
SPRING,Silicate,9.98
SPRING,NN,1.12
SPRING,pH,7.951575229
SPRING,TA,2307.153511
SPRING,percent_sgd,1.256926952
SPRING,Temp_in,23.83159862
SPRING,Salinity,34.17548151
SPRING,Phosphate,0.24
SPRING,Silicate,12.98
SPRING,NN,1.33
SPRING,pH,7.936426817
SPRING,TA,2260.179937
SPRING,percent_sgd,1.634760705
SPRING,Temp_in,23.8555654
SPRING,Salinity,34.37280296
SPRING,Phosphate,0.15
SPRING,Silicate,8.25
SPRING,NN,0.79
SPRING,pH,7.974828351
SPRING,TA,2281.27459
SPRING,percent_sgd,1.039042821
SPRING,Temp_in,24.04085082
SPRING,Salinity,34.62560803
SPRING,Phosphate,0.2
SPRING,Silicate,2.19
SPRING,NN,0.26
SPRING,pH,7.997272455
SPRING,TA,2248.230837
SPRING,percent_sgd,0.27581864
SPRING,Temp_in,24.11935325
SPRING,Salinity,34.642712
SPRING,Phosphate,0.17
SPRING,Silicate,1.78
SPRING,NN,0.19
SPRING,pH,8.006306546
SPRING,TA,2262.164351
SPRING,percent_sgd,0.22418136
SPRING,Temp_in,23.96234839
SPRING,Salinity,34.64312917
SPRING,Phosphate,0.23
SPRING,Silicate,1.77
SPRING,NN,0.21
SPRING,pH,8.01510812
SPRING,TA,2252.612802
SPRING,percent_sgd,0.222921914
SPRING,Temp_in,23.97100172
SPRING,Salinity,34.49878832
SPRING,Phosphate,0.16
SPRING,Silicate,5.23
SPRING,NN,0.29
SPRING,TA,2270.292278
SPRING,percent_sgd,0.658690176
SPRING,Temp_in,23.91328356
SPRING,Salinity,34.63478577
SPRING,Phosphate,0.14
SPRING,Silicate,1.97
SPRING,NN,0.23
SPRING,pH,8.02300933
SPRING,TA,2005.770651
SPRING,percent_sgd,0.248110831
SPRING,Salinity,23.41833383
SPRING,Phosphate,1.65
SPRING,Silicate,270.84
SPRING,NN,57.7
SPRING,pH,8.092309441
SPRING,TA,2724.614457
SPRING,percent_sgd,34.11083123
SPRING,Temp_in,24.31201556
SPRING,Salinity,34.65731295
SPRING,Phosphate,0.18
SPRING,Silicate,1.43
SPRING,NN,0.16
SPRING,pH,8.079
SPRING,TA,2315.692172
SPRING,percent_sgd,0.180100756
SPRING,Temp_in,24.31201556
SPRING,Salinity,34.6468837
SPRING,Phosphate,0.25
SPRING,Silicate,1.68
SPRING,NN,0.9
SPRING,pH,8.123
SPRING,TA,2232.024232
SPRING,percent_sgd,0.211586902
FALL,Temp_in,26.76143858
FALL,Salinity,32.86348161
FALL,Phosphate,0.33
FALL,Silicate,44.43
FALL,NN,6.82
FALL,pH,7.967
FALL,TA,2332.185876
FALL,percent_sgd,5.595717884
FALL,Temp_in,26.69573782
FALL,Salinity,33.84424847
FALL,Phosphate,0.26
FALL,Silicate,20.92
FALL,NN,3.87
FALL,pH,8.082
FALL,TA,2286.930259
FALL,percent_sgd,2.634760705
FALL,Temp_in,27.00614145
FALL,Salinity,33.73870444
FALL,Phosphate,0.24
FALL,Silicate,23.45
FALL,NN,5.17
FALL,pH,8.08
FALL,TA,2269.68769
FALL,percent_sgd,2.953400504
FALL,Temp_in,27.31654507
FALL,Salinity,34.63728879
FALL,Phosphate,0.12
FALL,Silicate,1.91
FALL,NN,0.14
FALL,pH,8.089
FALL,TA,2242.025661
FALL,percent_sgd,0.240554156
FALL,Temp_in,27.05741591
FALL,Salinity,34.63979181
FALL,Phosphate,0.11
FALL,Silicate,1.85
FALL,NN,0.09
FALL,pH,8.062
FALL,TA,2243.54534
FALL,percent_sgd,0.232997481
FALL,Temp_in,26.86921055
FALL,Salinity,33.41498046
FALL,Phosphate,0.27
FALL,Silicate,31.21
FALL,NN,5.13
FALL,pH,7.963
FALL,TA,2320.817047
FALL,percent_sgd,3.930730479
FALL,Temp_in,26.66101029
FALL,Salinity,33.99359536
FALL,Phosphate,0.18
FALL,Silicate,17.34
FALL,NN,1.55
FALL,pH,7.879
FALL,TA,2275.301599
FALL,percent_sgd,2.183879093
FALL,Temp_in,26.90438398
FALL,Salinity,33.75497407
FALL,Phosphate,0.21
FALL,Silicate,23.06
FALL,NN,3.43
FALL,pH,8.064
FALL,TA,2276.121447
FALL,percent_sgd,2.904282116
FALL,Temp_in,27.55117867
FALL,Salinity,33.64484117
FALL,Phosphate,0.47
FALL,Silicate,25.7
FALL,NN,5.28
FALL,pH,8.075
FALL,TA,2258.85078
FALL,percent_sgd,3.236775819
FALL,Temp_in,27.0354885
FALL,Salinity,32.82426762
FALL,Phosphate,0.31
FALL,Silicate,45.37
FALL,NN,6.15
FALL,pH,8.057
FALL,TA,2254.674753
FALL,percent_sgd,5.714105793
FALL,Temp_in,26.79420944
FALL,Salinity,32.83761706
FALL,Phosphate,0.3
FALL,Silicate,45.05
FALL,NN,5.9
FALL,pH,7.985
FALL,TA,2331.331611
FALL,percent_sgd,5.673803526
FALL,Temp_in,26.55823033
FALL,Salinity,33.9664793
FALL,Phosphate,0.23
FALL,Silicate,17.99
FALL,NN,4.39
FALL,pH,7.973
FALL,TA,2307.713267
FALL,percent_sgd,2.265743073
FALL,Temp_in,26.57201624
FALL,Salinity,34.10539694
FALL,Phosphate,0.12
FALL,Silicate,14.66
FALL,NN,0.89
FALL,pH,7.993
FALL,TA,2330.784967
FALL,percent_sgd,1.846347607
FALL,Temp_in,27.22778133
FALL,Salinity,33.47171559
FALL,Phosphate,0.26
FALL,Silicate,29.85
FALL,NN,5.47
FALL,pH,8.057
FALL,TA,2304.378372
FALL,percent_sgd,3.759445844
FALL,Temp_in,27.13163491
FALL,Salinity,33.95187835
FALL,Phosphate,0.19
FALL,Silicate,18.34
FALL,NN,3.57
FALL,pH,8.073
FALL,TA,2264.791301
FALL,percent_sgd,2.309823678
FALL,Temp_in,27.10562886
FALL,Salinity,34.59932631
FALL,Phosphate,0.09
FALL,Silicate,2.82
FALL,NN,0.14
FALL,pH,8.011
FALL,TA,2264.357533
FALL,percent_sgd,0.355163728
FALL,Temp_in,27.24601463
FALL,Salinity,34.62519086
FALL,Phosphate,0.1
FALL,Silicate,2.2
FALL,NN,0.06
FALL,pH,8.035
FALL,TA,2267.318516
FALL,percent_sgd,0.277078086
FALL,Temp_in,26.96524308
FALL,Salinity,34.61476161
FALL,Phosphate,0.09
FALL,Silicate,2.45
FALL,NN,0.02
FALL,pH,8.032
FALL,TA,2265.980562
FALL,percent_sgd,0.308564232
FALL,Temp_in,26.76421938
FALL,Salinity,33.11795536
FALL,Phosphate,0.32
FALL,Silicate,38.33
FALL,NN,8.99
FALL,pH,8.019
FALL,TA,2241.769351
FALL,percent_sgd,4.827455919
FALL,Temp_in,26.94792715
FALL,Salinity,34.61559595
FALL,Phosphate,0.12
FALL,Silicate,2.43
FALL,NN,0.26
FALL,pH,8.107
FALL,TA,2240.192809
FALL,percent_sgd,0.30604534
FALL,Salinity,4.437905441
FALL,Phosphate,3.79
FALL,Silicate,847.66
FALL,NN,171.42
FALL,TA,3032.161996
FALL,percent_sgd,106.7581864
FALL,Temp_in,28.80420676
FALL,Salinity,34.56845573
FALL,Phosphate,0.12
FALL,Silicate,3.56
FALL,NN,0.37
FALL,pH,8.238
FALL,TA,2247.418868
FALL,percent_sgd,0.44836272
FALL,Temp_in,27.86263556
FALL,Salinity,34.46916925
FALL,Phosphate,0.13
FALL,Silicate,5.94
FALL,NN,0.63
FALL,pH,8.184
FALL,TA,2251.2056470000002
FALL,percent_sgd,0.748110831
FALL,Temp_in,27.93680125
FALL,Salinity,34.61142425
FALL,Phosphate,0.12
FALL,Silicate,2.53
FALL,NN,0.27
FALL,pH,8.174
FALL,TA,2254.218952
FALL,percent_sgd,0.318639798
FALL,Temp_in,28.01096694
FALL,Salinity,34.58347385
FALL,Phosphate,0.12
FALL,Silicate,3.2
FALL,NN,0.41
FALL,pH,8.181
FALL,TA,2263.962936
FALL,percent_sgd,0.40302267
FALL,Temp_in,27.89482354
FALL,Salinity,34.46458038
FALL,Phosphate,0.13
FALL,Silicate,6.05
FALL,NN,0.47
FALL,pH,8.205
FALL,TA,2240.933924
FALL,percent_sgd,0.761964736
FALL,Temp_in,28.34277982
FALL,Salinity,34.59849197
FALL,Phosphate,0.12
FALL,Silicate,2.84
FALL,NN,0.48
FALL,pH,8.159
FALL,TA,2232.993566
FALL,percent_sgd,0.35768262
FALL,Temp_in,27.80863216
FALL,Salinity,34.58430819
FALL,Phosphate,0.11
FALL,Silicate,3.18
FALL,NN,0.18
FALL,pH,8.16
FALL,TA,2253.612321
FALL,percent_sgd,0.400503778
FALL,Temp_in,27.53207537
FALL,Salinity,34.58514253
FALL,Phosphate,0.15
FALL,Silicate,3.16
FALL,NN,0.29
FALL,pH,8.161
FALL,TA,2242.801505
FALL,percent_sgd,0.397984887
FALL,Temp_in,28.13003202
FALL,Salinity,34.63728879
FALL,Phosphate,0.12
FALL,Silicate,1.91
FALL,NN,0.12
FALL,pH,8.154
FALL,TA,2242.367666
FALL,percent_sgd,0.240554156
FALL,Temp_in,27.96183195
FALL,Salinity,34.61559595
FALL,Phosphate,0.12
FALL,Silicate,2.43
FALL,NN,0.25
FALL,pH,8.192
FALL,TA,2243.444413
FALL,percent_sgd,0.30604534
FALL,Temp_in,27.79777626
FALL,Salinity,34.61058991
FALL,Phosphate,0.13
FALL,Silicate,2.55
FALL,NN,0.23
FALL,pH,8.237
FALL,TA,2246.246271
FALL,percent_sgd,0.32115869
FALL,Temp_in,27.42398694
FALL,Salinity,34.6260252
FALL,Phosphate,0.11
FALL,Silicate,2.18
FALL,NN,0.18
FALL,pH,8.148
FALL,TA,2256.83964
FALL,percent_sgd,0.274559194
FALL,Temp_in,27.32303057
FALL,Salinity,34.61851614
FALL,Phosphate,0.11
FALL,Silicate,2.36
FALL,NN,0.27
FALL,pH,8.127
FALL,TA,2242.669672
FALL,percent_sgd,0.297229219
FALL,Temp_in,27.8310537
FALL,Salinity,34.55135175
FALL,Phosphate,0.15
FALL,Silicate,3.97
FALL,NN,1.19
FALL,pH,8.148
FALL,TA,2260.144041
FALL,percent_sgd,0.5
FALL,Temp_in,27.89644282
FALL,Salinity,34.64521502
FALL,Phosphate,0.11
FALL,Silicate,1.72
FALL,NN,0.11
FALL,pH,8.021
FALL,TA,2299.97428
FALL,percent_sgd,0.216624685
FALL,Temp_in,27.50866273
FALL,Salinity,34.61726463
FALL,Phosphate,0.12
FALL,Silicate,2.39
FALL,NN,0.13
FALL,pH,8.126
FALL,TA,2240.160568
FALL,percent_sgd,0.301007557
FALL,Temp_in,27.69213699
FALL,Salinity,34.63061407
FALL,Phosphate,0.11
FALL,Silicate,2.07
FALL,NN,0.13
FALL,pH,8.103
FALL,TA,2274.232202
FALL,percent_sgd,0.26070529
FALL,Temp_in,27.32518847
FALL,Salinity,34.63103124
FALL,Phosphate,0.1
FALL,Silicate,2.06
FALL,NN,0.11
FALL,pH,8.097
FALL,TA,2257.036208
FALL,percent_sgd,0.259445844
FALL,Temp_in,27.02672311
FALL,Salinity,34.61976765
FALL,Phosphate,0.1
FALL,Silicate,2.33
FALL,NN,0.12
FALL,pH,8.102
FALL,TA,2266.276492
FALL,percent_sgd,0.293450882
FALL,Temp_in,27.46158297
FALL,Salinity,34.63186558
FALL,Phosphate,0.13
FALL,Silicate,2.04
FALL,NN,0.36
FALL,pH,8.097
FALL,TA,2272.939258
FALL,percent_sgd,0.256926952
FALL,Salinity,29.81897437
FALL,Phosphate,0.91
FALL,Silicate,117.41
FALL,NN,22.65
FALL,TA,2322.011734
FALL,percent_sgd,14.78715365
FALL,Temp_in,26.60019207
FALL,Salinity,33.1354765
FALL,Phosphate,0.45
FALL,Silicate,37.91
FALL,NN,9.23
FALL,pH,7.965
FALL,TA,2309.720093
FALL,percent_sgd,4.774559194
FALL,Temp_in,26.14964391
FALL,Salinity,33.71659442
FALL,Phosphate,0.35
FALL,Silicate,23.98
FALL,NN,5.75
FALL,pH,7.97
FALL,TA,2284.595236
FALL,percent_sgd,3.020151134
FALL,Temp_in,26.34236521
FALL,Salinity,34.34735558
FALL,Phosphate,0.19
FALL,Silicate,8.86
FALL,NN,2.07
FALL,pH,7.97
FALL,TA,2293.36831
FALL,percent_sgd,1.115869018
FALL,Temp_in,26.53508651
FALL,Salinity,34.59098291
FALL,Phosphate,0.12
FALL,Silicate,3.02
FALL,NN,0.38
FALL,pH,7.978
FALL,TA,2263.5227
FALL,percent_sgd,0.380352645
FALL,Temp_in,26.49456815
FALL,Salinity,34.61643029
FALL,Phosphate,0.11
FALL,Silicate,2.41
FALL,NN,0.14
FALL,pH,8.008
FALL,TA,2298.111629
FALL,percent_sgd,0.303526448
FALL,Temp_in,27.23597384
FALL,Salinity,33.10043422
FALL,Phosphate,0.34
FALL,Silicate,38.75
FALL,NN,6.73
FALL,pH,7.975
FALL,TA,2304.653299
FALL,percent_sgd,4.880352645
FALL,Temp_in,26.48220751
FALL,Salinity,32.89602088
FALL,Phosphate,0.37
FALL,Silicate,43.65
FALL,NN,9.31
FALL,pH,7.953
FALL,TA,2317.478024
FALL,percent_sgd,5.497481108
FALL,Temp_in,26.16875144
FALL,Salinity,32.65990261
FALL,Phosphate,0.33
FALL,Silicate,49.31
FALL,NN,7.79
FALL,pH,7.968
FALL,TA,2310.447481
FALL,percent_sgd,6.210327456
FALL,Temp_in,26.75952595
FALL,Salinity,34.10122524
FALL,Phosphate,0.19
FALL,Silicate,14.76
FALL,NN,3.47
FALL,pH,7.977
FALL,TA,2301.735952
FALL,percent_sgd,1.858942065
FALL,Temp_in,26.47511916
FALL,Salinity,34.61851614
FALL,Phosphate,0.14
FALL,Silicate,2.36
FALL,NN,0.36
FALL,pH,8.002
FALL,TA,2270.034481
FALL,percent_sgd,0.297229219
FALL,Temp_in,27.06774146
FALL,Salinity,33.63107456
FALL,Phosphate,0.27
FALL,Silicate,26.03
FALL,NN,5.75
FALL,pH,7.872
FALL,TA,2323.055217
FALL,percent_sgd,3.278337531
FALL,Temp_in,26.27084599
FALL,Salinity,32.9473328
FALL,Phosphate,0.36
FALL,Silicate,42.42
FALL,NN,9.27
FALL,pH,7.962
FALL,TA,2328.288261
FALL,percent_sgd,5.34256927
FALL,Temp_in,26.32914645
FALL,Salinity,32.66866318
FALL,Phosphate,0.35
FALL,Silicate,49.1
FALL,NN,9.97
FALL,pH,7.954
FALL,TA,2340.756951
FALL,percent_sgd,6.183879093
FALL,Temp_in,26.4641387
FALL,Salinity,31.43383975
FALL,Phosphate,0.56
FALL,Silicate,78.7
FALL,NN,18.91
FALL,pH,7.937
FALL,TA,2363.733527
FALL,percent_sgd,9.911838791
FALL,Temp_in,26.46962893
FALL,Salinity,34.61142425
FALL,Phosphate,0.11
FALL,Silicate,2.53
FALL,NN,0.32
FALL,pH,7.953
FALL,TA,2333.262554
FALL,percent_sgd,0.318639798
FALL,Temp_in,26.55552153
FALL,Salinity,34.5605295
FALL,Phosphate,0.14
FALL,Silicate,3.75
FALL,NN,0.41
FALL,pH,7.966
FALL,TA,2258.936004
FALL,percent_sgd,0.472292191
FALL,Temp_in,26.66196532
FALL,Salinity,34.6385403
FALL,Phosphate,0.11
FALL,Silicate,1.88
FALL,NN,0.13
FALL,pH,7.979
FALL,TA,2243.840258
FALL,percent_sgd,0.236775819
FALL,Temp_in,26.44907773
FALL,Salinity,34.63979181
FALL,Phosphate,0.1
FALL,Silicate,1.85
FALL,NN,0.11
FALL,pH,7.986352895
FALL,TA,2251.215074
FALL,percent_sgd,0.232997481
FALL,Temp_in,26.28370408
FALL,Salinity,34.60683537
FALL,Phosphate,0.13
FALL,Silicate,2.64
FALL,NN,0.24
FALL,pH,7.994422731
FALL,TA,2246.641546
FALL,percent_sgd,0.332493703
FALL,Temp_in,26.3766665
FALL,Salinity,34.63520294
FALL,Phosphate,0.11
FALL,Silicate,1.96
FALL,NN,0.11
FALL,pH,7.935437457
FALL,TA,2272.420358
FALL,percent_sgd,0.246851385
FALL,Salinity,4.127570774
FALL,Phosphate,3.47
FALL,Silicate,863.97
FALL,NN,174.14
FALL,TA,3023.370737
FALL,percent_sgd,108.8123426
FALL,Temp_in,26.18770102
FALL,Salinity,34.56929007
FALL,Phosphate,0.14
FALL,Silicate,3.54
FALL,NN,0.37
FALL,pH,7.948460354
FALL,TA,2249.425308
FALL,percent_sgd,0.445843829
FALL,Temp_in,25.97532077
FALL,Salinity,34.61017274
FALL,Phosphate,0.13
FALL,Silicate,2.56
FALL,NN,0.25
FALL,pH,7.977855951
FALL,TA,2287.415556
FALL,percent_sgd,0.322418136
FALL,Temp_in,26.12886004
FALL,Salinity,34.59890914
FALL,Phosphate,0.12
FALL,Silicate,2.83
FALL,NN,0.37
FALL,pH,7.973693782
FALL,TA,2283.299873
FALL,percent_sgd,0.356423174
FALL,Temp_in,26.2823993
FALL,Salinity,34.62435652
FALL,Phosphate,0.12
FALL,Silicate,2.22
FALL,NN,0.17
FALL,pH,7.979602367
FALL,TA,2287.935858
FALL,percent_sgd,0.279596977
FALL,Temp_in,26.1586899
FALL,Salinity,34.2105238
FALL,Phosphate,0.19
FALL,Silicate,12.14
FALL,NN,2.43
FALL,pH,7.95973632
FALL,TA,2265.708995
FALL,percent_sgd,1.528967254
FALL,Temp_in,26.29858645
FALL,Salinity,34.6343686
FALL,Phosphate,0.11
FALL,Silicate,1.98
FALL,NN,0.1
FALL,pH,7.971853415
FALL,TA,2272.158322
FALL,percent_sgd,0.249370277
FALL,Temp_in,26.23589757
FALL,Salinity,34.61976765
FALL,Phosphate,0.13
FALL,Silicate,2.33
FALL,NN,0.25
FALL,pH,7.977504528
FALL,TA,2271.308956
FALL,percent_sgd,0.293450882
FALL,Temp_in,26.07985873
FALL,Salinity,34.63395143
FALL,Phosphate,0.1
FALL,Silicate,1.99
FALL,NN,0.18
FALL,pH,7.981226515
FALL,TA,2298.45
FALL,percent_sgd,0.250629723
FALL,Temp_in,26.5916292
FALL,Salinity,34.5450942
FALL,Phosphate,0.13
FALL,Silicate,4.12
FALL,NN,0.46
FALL,pH,7.975679949
FALL,TA,2264.320621
FALL,percent_sgd,0.518891688
FALL,Temp_in,26.09454258
FALL,Salinity,34.63186558
FALL,Phosphate,0.12
FALL,Silicate,2.04
FALL,NN,0.27
FALL,pH,7.953058009
FALL,TA,2263.395711
FALL,percent_sgd,0.256926952
FALL,Temp_in,26.31830068
FALL,Salinity,34.63687162
FALL,Phosphate,0.12
FALL,Silicate,1.92
FALL,NN,0.13
FALL,pH,7.987136933
FALL,TA,2267.586066
FALL,percent_sgd,0.241813602
FALL,Temp_in,26.13841495
FALL,Salinity,34.63645445
FALL,Phosphate,0.15
FALL,Silicate,1.93
FALL,NN,0.45
FALL,pH,7.993607232
FALL,TA,2268.317898
FALL,percent_sgd,0.243073048
FALL,Temp_in,26.04415533
FALL,Salinity,34.62060199
FALL,Phosphate,0.11
FALL,Silicate,2.31
FALL,NN,0.23
FALL,pH,7.993961285
FALL,TA,2308.201796
FALL,percent_sgd,0.29093199
FALL,Temp_in,26.33574397
FALL,Salinity,34.62352218
FALL,Phosphate,0.12
FALL,Silicate,2.24
FALL,NN,0.32
FALL,pH,7.988899045
FALL,TA,2277.28047
FALL,percent_sgd,0.282115869
FALL,Temp_in,26.21514327
FALL,Salinity,33.3515706
FALL,Phosphate,0.23
FALL,Silicate,32.73
FALL,NN,3.78
FALL,pH,7.957918286
FALL,TA,2270.886531
FALL,percent_sgd,4.122166247
FALL,Temp_in,26.39607726
FALL,Salinity,34.63937464
FALL,Phosphate,0.11
FALL,Silicate,1.86
FALL,NN,0.14
FALL,pH,7.979702972
FALL,TA,2287.435587
FALL,percent_sgd,0.234256927
FALL,Temp_in,26.52213592
FALL,Salinity,34.63061407
FALL,Phosphate,0.11
FALL,Silicate,2.07
FALL,NN,0.14
FALL,pH,7.99735822
FALL,TA,2291.088014
FALL,percent_sgd,0.26070529
FALL,Temp_in,26.2700186
FALL,Salinity,34.08662428
FALL,Phosphate,0.2
FALL,Silicate,15.11
FALL,NN,3.48
FALL,pH,7.999987512
FALL,TA,2261.598973
FALL,percent_sgd,1.90302267
FALL,Temp_in,26.04433627
FALL,Salinity,34.64104332
FALL,Phosphate,0.13
FALL,Silicate,1.82
FALL,NN,0.13
FALL,pH,7.99714614
FALL,TA,2264.343242
FALL,percent_sgd,0.229219144
FALL,Temp_in,26.12973977
FALL,Salinity,34.63228275
FALL,Phosphate,0.1
FALL,Silicate,2.03
FALL,NN,0.05
FALL,pH,7.989379154
FALL,TA,2280.975035
FALL,percent_sgd,0.255667506
